OrderID,ProductID,UnitPrice,Quantity,Discount,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,TotalAmount,Year,Month,Quarter,DayOfWeek
10263,30,20.7,60,0.25,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,931.5,1996,7,3,1
10263,74,8.0,36,0.25,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,216.0,1996,7,3,1
10264,2,15.2,35,0.0,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,532.0,1996,7,3,2
10264,41,7.7,25,0.15000000596046448,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,163.62,1996,7,3,2
10265,17,31.2,30,0.0,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,936.0,1996,7,3,3
10265,70,12.0,20,0.0,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,240.0,1996,7,3,3
10266,12,30.4,12,0.05000000074505806,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,346.56,1996,7,3,4
10267,40,14.7,50,0.0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,735.0,1996,7,3,0
10267,59,44.0,70,0.15000000596046448,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,2618.0,1996,7,3,0
10267,76,14.4,15,0.15000000596046448,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,183.6,1996,7,3,0
10268,29,99.0,10,0.0,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5  Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,990.0,1996,7,3,1
10268,72,27.8,4,0.0,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5  Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,111.2,1996,7,3,1
10269,33,2.0,60,0.05000000074505806,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,114.0,1996,7,3,2
10269,72,27.8,20,0.05000000074505806,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,528.2,1996,7,3,2
10270,36,15.2,30,0.0,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,456.0,1996,8,3,3
10270,43,36.8,25,0.0,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,920.0,1996,8,3,3
10271,33,2.0,24,0.0,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,48.0,1996,8,3,3
10272,20,64.8,6,0.0,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,388.8,1996,8,3,4
10272,31,10.0,40,0.0,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,400.0,1996,8,3,4
10272,72,27.8,24,0.0,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,667.2,1996,8,3,4
10273,10,24.8,24,0.05000000074505806,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,565.44,1996,8,3,0
10273,31,10.0,15,0.05000000074505806,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,142.5,1996,8,3,0
10273,33,2.0,20,0.0,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,40.0,1996,8,3,0
10273,40,14.7,60,0.05000000074505806,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,837.9,1996,8,3,0
10273,76,14.4,33,0.05000000074505806,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,451.44,1996,8,3,0
10274,71,17.2,20,0.0,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,344.0,1996,8,3,1
10274,72,27.8,7,0.0,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,194.6,1996,8,3,1
10275,24,3.6,12,0.05000000074505806,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,41.04,1996,8,3,2
10275,59,44.0,6,0.05000000074505806,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,250.8,1996,8,3,2
10276,10,24.8,15,0.0,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,372.0,1996,8,3,3
10276,13,4.8,10,0.0,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,48.0,1996,8,3,3
10277,28,36.4,20,0.0,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,728.0,1996,8,3,4
10277,62,39.4,12,0.0,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,472.8,1996,8,3,4
10278,44,15.5,16,0.0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,248.0,1996,8,3,0
10278,59,44.0,15,0.0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,660.0,1996,8,3,0
10278,63,35.1,8,0.0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,280.8,1996,8,3,0
10278,73,12.0,25,0.0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,300.0,1996,8,3,0
10279,17,31.2,15,0.25,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,351.0,1996,8,3,1
10280,24,3.6,12,0.0,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,43.2,1996,8,3,2
10280,55,19.2,20,0.0,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,384.0,1996,8,3,2
10280,75,6.2,30,0.0,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,186.0,1996,8,3,2
10281,19,7.3,1,0.0,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,7.3,1996,8,3,2
10281,24,3.6,6,0.0,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,21.6,1996,8,3,2
10281,35,14.4,4,0.0,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,57.6,1996,8,3,2
10282,30,20.7,6,0.0,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,124.2,1996,8,3,3
10282,57,15.6,2,0.0,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,31.2,1996,8,3,3
10283,15,12.4,20,0.0,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,248.0,1996,8,3,4
10283,19,7.3,18,0.0,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,131.4,1996,8,3,4
10283,60,27.2,35,0.0,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,952.0,1996,8,3,4
10283,72,27.8,3,0.0,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,83.4,1996,8,3,4
10284,27,35.1,15,0.25,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,394.88,1996,8,3,0
10284,44,15.5,21,0.0,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,325.5,1996,8,3,0
10284,60,27.2,20,0.25,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,408.0,1996,8,3,0
10284,67,11.2,5,0.25,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,42.0,1996,8,3,0
10285,1,14.4,45,0.20000000298023224,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,518.4,1996,8,3,1
10285,40,14.7,40,0.20000000298023224,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,470.4,1996,8,3,1
10285,53,26.2,36,0.20000000298023224,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,754.56,1996,8,3,1
10286,35,14.4,100,0.0,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,1440.0,1996,8,3,2
10286,62,39.4,40,0.0,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,1576.0,1996,8,3,2
10287,16,13.9,40,0.15000000596046448,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,472.6,1996,8,3,3
10287,34,11.2,20,0.0,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,224.0,1996,8,3,3
10287,46,9.6,15,0.15000000596046448,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,122.4,1996,8,3,3
10288,54,5.9,10,0.10000000149011612,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,53.1,1996,8,3,4
10288,68,10.0,3,0.10000000149011612,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,27.0,1996,8,3,4
10289,3,8.0,30,0.0,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,240.0,1996,8,3,0
10289,64,26.6,9,0.0,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,239.4,1996,8,3,0
10290,5,17.0,20,0.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,340.0,1996,8,3,1
10290,29,99.0,15,0.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,1485.0,1996,8,3,1
10290,49,16.0,15,0.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,240.0,1996,8,3,1
10290,77,10.4,10,0.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,104.0,1996,8,3,1
10291,13,4.8,20,0.10000000149011612,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,86.4,1996,8,3,1
10291,44,15.5,24,0.10000000149011612,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,334.8,1996,8,3,1
10291,51,42.4,2,0.10000000149011612,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,76.32,1996,8,3,1
10292,20,64.8,20,0.0,TRADH,1,1996-08-28,1996-09-25,1996-09-02,2,1.35,Tradi ao Hipermercados,"Av. In s de Castro, 414",Sao Paulo,SP,05634-030,Brazil,1296.0,1996,8,3,2
10293,18,50.0,12,0.0,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,600.0,1996,8,3,3
10293,24,3.6,10,0.0,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,36.0,1996,8,3,3
10293,63,35.1,5,0.0,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,175.5,1996,8,3,3
10293,75,6.2,6,0.0,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,37.2,1996,8,3,3
10294,1,14.4,18,0.0,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,259.2,1996,8,3,4
10294,17,31.2,15,0.0,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,468.0,1996,8,3,4
10294,43,36.8,15,0.0,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,552.0,1996,8,3,4
10294,60,27.2,21,0.0,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,571.2,1996,8,3,4
10294,75,6.2,6,0.0,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,37.2,1996,8,3,4
10295,56,30.4,4,0.0,VINET,2,1996-09-02,1996-09-30,1996-09-10,2,1.15,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,121.6,1996,9,3,0
10296,11,16.8,12,0.0,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,201.6,1996,9,3,1
10296,16,13.9,30,0.0,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,417.0,1996,9,3,1
10296,69,28.8,15,0.0,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,432.0,1996,9,3,1
10297,39,14.4,60,0.0,BLONP,5,1996-09-04,1996-10-16,1996-09-10,2,5.74,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,864.0,1996,9,3,2
